960,1510,10.2195544300714
1510,960,10.2195544300714
1510,70,135.302951034914
70,1510,135.302951034914
70,71,147.096936735603
71,70,147.096936735603
71,72,146.385119371297
72,71,146.385119371297
72,962,146.162873116372
72,1250,51.8415402644364
72,1276,53.1365507602471
962,72,146.162873116372
962,1495,133.951922440195
962,1322,52.2230436499363
962,1307,52.4239729738174
1495,962,133.951922440195
1495,347,12.800432896669
347,1495,12.800432896669
347,1478,10.5762353291475
347,1249,52.6925968737158
347,1277,53.1763951464587
1478,347,10.5762353291475
1478,98,136.954622964837
98,1478,136.954622964837
98,348,145.984746071189
98,1248,53.1480832708491
98,1278,53.9367858541081
348,98,145.984746071189
348,121,146.340783344206
348,1247,52.464616214816
348,1279,53.9306028862344
121,348,146.340783344206
121,349,146.596516063551
121,1246,52.3170158059034
121,1280,52.2797058050134
349,121,146.596516063551
349,333,146.318394704985
349,1245,52.7278200018313
349,1468,6.28941870928763
333,349,146.318394704985
333,1457,8.53045291871152
333,1244,52.0441156780203
333,1282,50.6373701994456
1457,333,8.53045291871152
1457,1455,40.2373379847414
1455,1457,40.2373379847414
1455,1454,45.564789415192
1454,1455,45.564789415192
1454,1450,41.3272881693086
1450,1454,41.3272881693086
1450,136,10.1096063459869
136,1450,10.1096063459869
136,99,145.556587074856
136,1131,53.0217676213715
136,1330,51.085688576779
99,136,145.556587074856
99,1423,129.981782250092
99,1128,53.1038051398157
99,1229,52.3815776388526
1423,99,129.981782250092
1423,344,13.8455898651454
344,1423,13.8455898651454
344,1403,13.323112969722
344,1413,13.1833650888237
344,1412,10.2213180946682
1403,344,13.323112969722
1403,1392,124.209985816525
1392,1403,124.209985816525
1392,264,13.0224101613665
264,1392,13.0224101613665
264,1375,10.5198420098365
264,1382,9.8183478608004
264,1383,10.9801198704846
1375,264,10.5198420098365
1375,1242,41.7702365128102
1242,1375,41.7702365128102
1242,1369,82.0949935806897
1369,1242,82.0949935806897
1369,985,12.3773203148599
985,1369,12.3773203148599
126,64,145.093687988305
126,192,49.1214717430447
126,1430,40.3228109033767
64,126,145.093687988305
64,1158,54.5435302785246
64,870,49.407050805733
64,873,107.531062594418
1158,64,54.5435302785246
1158,1148,44.7247030214652
1158,1136,107.157352856163
1148,1158,44.7247030214652
1148,78,50.0398183062827
1148,1140,106.858228444634
78,1148,50.0398183062827
24,942,292.370016293055
942,24,292.370016293055
942,1521,135.375504636514
1521,942,135.375504636514
1521,945,10.2977451547207
945,1521,10.2977451547207
